OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE_FIXED,REPORT_DATE,OCC_DATE_FIXED,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
1521,GO-20151161001,2015-07-09,1.43641E+12,2015-06-03,1.4333E+12,2015,July,9,190,Thursday  ,17,2015,June,3,154,Wednesday ,10,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,143,West Rouge,131,Rouge (131),-79.1391445,43.78818426
1522,GO-20151162719,2015-07-09,1.43641E+12,2015-07-09,1.43641E+12,2015,July,9,190,Thursday  ,21,2015,July,9,190,Thursday  ,21,D12,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,90,Junction Area,90,Junction Area (90),-79.47778625,43.67066598
1523,GO-20151165806,2015-07-10,1.4365E+12,2015-06-03,1.4333E+12,2015,July,10,191,Friday    ,11,2015,June,3,154,Wednesday ,0,D22,Unknown,Other,2130,200,Theft From Mail / Bag / Key,Theft Over,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.48884315,43.62418096
1524,GO-20151172596,2015-07-11,1.43659E+12,2015-07-08,1.43633E+12,2015,July,11,192,Saturday  ,11,2015,July,8,189,Wednesday ,21,D52,Universities / Colleges,Educational,2130,210,Theft Over,Theft Over,79,University,79,University (79),-79.39455278,43.66024422
1525,GO-20151178487,2015-07-12,1.43667E+12,2015-07-11,1.43659E+12,2015,July,12,193,Sunday    ,9,2015,July,11,192,Saturday  ,21,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,134,Highland Creek,134,Highland Creek (134),-79.16452998,43.79137433
1526,GO-20151176839,2015-07-12,1.43667E+12,2015-07-11,1.43659E+12,2015,July,12,193,Sunday    ,0,2015,July,11,192,Saturday  ,16,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,144,Morningside Heights,131,Rouge (131),-79.24192461,43.82318105
1527,GO-20151168947,2015-07-12,1.43667E+12,2015-07-10,1.4365E+12,2015,July,12,193,Sunday    ,21,2015,July,10,191,Friday    ,3,D51,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,74,North St.James Town,74,North St.James Town (74),-79.37040354,43.67025217
1528,GO-20151167468,2015-07-12,1.43667E+12,2015-07-01,1.43572E+12,2015,July,12,193,Sunday    ,14,2015,July,1,182,Wednesday ,0,D14,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,85,South Parkdale,85,South Parkdale (85),-79.44221824,43.63948448
1529,GO-20151180741,2015-07-12,1.43667E+12,2015-07-12,1.43667E+12,2015,July,12,193,Sunday    ,16,2015,July,12,193,Sunday    ,16,D43,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2130,210,Theft Over,Theft Over,134,Highland Creek,134,Highland Creek (134),-79.19584277,43.79046022
1530,GO-20151187907,2015-07-13,1.43676E+12,2015-06-10,1.43391E+12,2015,July,13,194,Monday    ,17,2015,June,10,161,Wednesday ,19,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.61077713,43.7339786
1531,GO-20151185371,2015-07-13,1.43676E+12,2013-01-01,1.35702E+12,2015,July,13,194,Monday    ,11,2013,January,1,1,Tuesday   ,12,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,33,Clanton Park,33,Clanton Park (33),-79.44358729,43.74600855
1532,GO-20151186163,2015-07-13,1.43676E+12,2015-07-10,1.4365E+12,2015,July,13,194,Monday    ,13,2015,July,10,191,Friday    ,12,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,162,West Queen West,82,Niagara (82),-79.40431153,43.64579099
1533,GO-20151193960,2015-07-14,1.43685E+12,2015-07-14,1.43685E+12,2015,July,14,195,Tuesday   ,14,2015,July,14,195,Tuesday   ,14,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3939949,43.65720696
1534,GO-20151191979,2015-07-14,1.43685E+12,2015-06-20,1.43477E+12,2015,July,14,195,Tuesday   ,9,2015,June,20,171,Saturday  ,16,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,67,Playter Estates-Danforth,67,Playter Estates-Danforth (67),-79.35533287,43.67768229
1535,GO-20151195197,2015-07-14,1.43685E+12,2015-07-14,1.43685E+12,2015,July,14,195,Tuesday   ,17,2015,July,14,195,Tuesday   ,17,D22,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.52202198,43.62201391
1536,GO-20151195995,2015-07-14,1.43685E+12,2015-07-14,1.43685E+12,2015,July,14,195,Tuesday   ,20,2015,July,14,195,Tuesday   ,18,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.46692415,43.76884598
1537,GO-20151196665,2015-07-14,1.43685E+12,2015-07-14,1.43685E+12,2015,July,14,195,Tuesday   ,22,2015,July,14,195,Tuesday   ,21,D52,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38092277,43.65632258
1538,GO-20151197140,2015-07-14,1.43685E+12,2015-07-14,1.43685E+12,2015,July,14,195,Tuesday   ,23,2015,July,14,195,Tuesday   ,18,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39942253,43.65424291
1539,GO-20151192334,2015-07-14,1.43685E+12,2015-07-09,1.43641E+12,2015,July,14,195,Tuesday   ,10,2015,July,9,190,Thursday  ,14,D53,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,173,North Toronto,104,Mount Pleasant West (104),-79.39867474,43.70820353
1540,GO-20151195260,2015-07-14,1.43685E+12,2015-07-14,1.43685E+12,2015,July,14,195,Tuesday   ,21,2015,July,14,195,Tuesday   ,21,D13,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),-79.45171379,43.68263428
1541,GO-20151203982,2015-07-15,1.43693E+12,2015-07-15,1.43693E+12,2015,July,15,196,Wednesday ,23,2015,July,15,196,Wednesday ,21,D31,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,155,Downsview,26,Downsview-Roding-CFB (26),-79.48599638,43.74286131
1542,GO-20151201667,2015-07-15,1.43693E+12,2014-04-05,1.39667E+12,2015,July,15,196,Wednesday ,22,2014,April,5,95,Saturday  ,0,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,56,Leaside-Bennington,56,Leaside-Bennington (56),-79.36989637,43.70031527
1543,GO-20151202835,2015-07-15,1.43693E+12,2015-07-09,1.43641E+12,2015,July,15,196,Wednesday ,19,2015,July,9,190,Thursday  ,12,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,16,Stonegate-Queensway,16,Stonegate-Queensway (16),-79.49757969,43.63856322
1544,GO-20151199943,2015-07-15,1.43693E+12,2015-07-11,1.43659E+12,2015,July,15,196,Wednesday ,11,2015,July,11,192,Saturday  ,21,D14,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2130,210,Theft Over,Theft Over,163,Fort York-Liberty Village,82,Niagara (82),-79.41699028,43.63424569
1545,GO-20151199029,2015-07-15,1.43693E+12,2015-02-01,1.42277E+12,2015,July,15,196,Wednesday ,9,2015,February,1,32,Sunday    ,9,D32,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.47647957,43.76269393
1546,GO-20151201729,2015-07-15,1.43693E+12,2015-07-15,1.43693E+12,2015,July,15,196,Wednesday ,16,2015,July,15,196,Wednesday ,11,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39246238,43.65667252
1547,GO-20151206075,2015-07-16,1.43702E+12,2015-07-15,1.43693E+12,2015,July,16,197,Thursday  ,9,2015,July,15,196,Wednesday ,22,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,126,Dorset Park,126,Dorset Park (126),-79.27577472,43.75191478
1548,GO-20151206039,2015-07-16,1.43702E+12,2015-07-15,1.43693E+12,2015,July,16,197,Thursday  ,9,2015,July,15,196,Wednesday ,22,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,152,East Willowdale,51,Willowdale East (51),-79.39729626,43.77554974
1549,GO-20151213596,2015-07-17,1.43711E+12,2015-07-15,1.43693E+12,2015,July,17,198,Friday    ,10,2015,July,15,196,Wednesday ,13,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,10,Princess-Rosethorn,10,Princess-Rosethorn (10),-79.53340852,43.65572265
1550,GO-20151213811,2015-07-17,1.43711E+12,2015-07-15,1.43693E+12,2015,July,17,198,Friday    ,11,2015,July,15,196,Wednesday ,3,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,130,Milliken,130,Milliken (130),-79.2518719,43.8267259
1551,GO-20151214266,2015-07-17,1.43711E+12,2015-07-17,1.43711E+12,2015,July,17,198,Friday    ,15,2015,July,17,198,Friday    ,12,D52,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38359055,43.65830353
1552,GO-20151219690,2015-07-18,1.43719E+12,2015-07-18,1.43719E+12,2015,July,18,199,Saturday  ,11,2015,July,18,199,Saturday  ,7,D23,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.55105186,43.70656487
1553,GO-20151221079,2015-07-18,1.43719E+12,2015-06-15,1.43434E+12,2015,July,18,199,Saturday  ,12,2015,June,15,166,Monday    ,0,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,100,Yonge-Eglinton,100,Yonge-Eglinton (100),-79.39862417,43.70797927
1554,GO-20151236902,2015-07-20,1.43736E+12,2015-07-19,1.43728E+12,2015,July,20,201,Monday    ,17,2015,July,19,200,Sunday    ,23,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.42886307,43.73658432
1555,GO-20151238408,2015-07-20,1.43736E+12,2015-07-20,1.43736E+12,2015,July,20,201,Monday    ,22,2015,July,20,201,Monday    ,21,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),-79.41953556,43.64956727
1556,GO-20151234794,2015-07-20,1.43736E+12,2015-07-20,1.43736E+12,2015,July,20,201,Monday    ,12,2015,July,20,201,Monday    ,12,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.47978741,43.76987366
1557,GO-20151232026,2015-07-20,1.43736E+12,2015-07-19,1.43728E+12,2015,July,20,201,Monday    ,1,2015,July,19,200,Sunday    ,23,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.3627368,43.65156237
1558,GO-20151236671,2015-07-20,1.43736E+12,2015-07-20,1.43736E+12,2015,July,20,201,Monday    ,20,2015,July,20,201,Monday    ,15,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.47805841,43.70865307
1559,GO-20151236349,2015-07-20,1.43736E+12,2015-07-20,1.43736E+12,2015,July,20,201,Monday    ,16,2015,July,20,201,Monday    ,16,D41,"Gas Station (Self, Full, Attached Convenience)",Commercial,2130,210,Theft Over,Theft Over,157,Bendale South,127,Bendale (127),-79.26504908,43.75151556
1560,GO-20151233390,2015-07-20,1.43736E+12,2015-07-19,1.43728E+12,2015,July,20,201,Monday    ,8,2015,July,19,200,Sunday    ,23,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,129,Agincourt North,129,Agincourt North (129),-79.26548428,43.79626146
1561,GO-20151240272,2015-07-21,1.43745E+12,2015-07-20,1.43736E+12,2015,July,21,202,Tuesday   ,9,2015,July,20,201,Monday    ,23,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,73,Moss Park,73,Moss Park (73),-79.3683415,43.66156021
1562,GO-20151244911,2015-07-21,1.43745E+12,2015-07-06,1.43616E+12,2015,July,21,202,Tuesday   ,19,2015,July,6,187,Monday    ,19,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,114,Lambton Baby Point,114,Lambton Baby Point (114),-79.50218923,43.66427949
1563,GO-20151242629,2015-07-22,1.43754E+12,2015-07-21,1.43745E+12,2015,July,22,203,Wednesday ,17,2015,July,21,202,Tuesday   ,12,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37771244,43.65637909
1564,GO-20151248109,2015-07-22,1.43754E+12,2015-07-16,1.43702E+12,2015,July,22,203,Wednesday ,10,2015,July,16,197,Thursday  ,16,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,130,Milliken,130,Milliken (130),-79.29883367,43.80527157
1565,GO-20151250301,2015-07-22,1.43754E+12,2015-07-11,1.43659E+12,2015,July,22,203,Wednesday ,16,2015,July,11,192,Saturday  ,23,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38410773,43.66846411
1566,GO-20151256293,2015-07-23,1.43762E+12,2015-07-23,1.43762E+12,2015,July,23,204,Thursday  ,14,2015,July,23,204,Thursday  ,14,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.39456406,43.68912593
1567,GO-20151259270,2015-07-23,1.43762E+12,2015-07-23,1.43762E+12,2015,July,23,204,Thursday  ,22,2015,July,23,204,Thursday  ,22,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,16,Stonegate-Queensway,16,Stonegate-Queensway (16),-79.49458649,43.6280944
1568,GO-20151260611,2015-07-24,1.43771E+12,2015-07-23,1.43762E+12,2015,July,24,205,Friday    ,9,2015,July,23,204,Thursday  ,18,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,142,Woburn North,137,Woburn (137),-79.23876365,43.78073596
1569,GO-20151270387,2015-07-25,1.4378E+12,2015-07-25,1.4378E+12,2015,July,25,206,Saturday  ,16,2015,July,25,206,Saturday  ,16,D53,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3423868,43.70514285
1570,GO-20151272573,2015-07-25,1.4378E+12,2015-07-25,1.4378E+12,2015,July,25,206,Saturday  ,23,2015,July,25,206,Saturday  ,23,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,-85.48874388,0
1571,GO-20151268614,2015-07-25,1.4378E+12,2015-07-25,1.4378E+12,2015,July,25,206,Saturday  ,11,2015,July,25,206,Saturday  ,8,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.21910152,43.75744329
1572,GO-20151275837,2015-07-26,1.43788E+12,2015-07-26,1.43788E+12,2015,July,26,207,Sunday    ,12,2015,July,26,207,Sunday    ,10,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38496051,43.65121062
1573,GO-20151283363,2015-07-27,1.43797E+12,2015-07-27,1.43797E+12,2015,July,27,208,Monday    ,15,2015,July,27,208,Monday    ,15,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.41671651,43.742667
1574,GO-20151283772,2015-07-27,1.43797E+12,2015-07-17,1.43711E+12,2015,July,27,208,Monday    ,16,2015,July,17,198,Friday    ,7,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,113,Weston,113,Weston (113),-79.51153504,43.69795408
1575,GO-20151279067,2015-07-28,1.43806E+12,2015-07-26,1.43788E+12,2015,July,28,209,Tuesday   ,20,2015,July,26,207,Sunday    ,20,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,79,University,79,University (79),-79.40666934,43.6660723
1576,GO-20151289939,2015-07-29,1.43814E+12,2014-09-01,1.40954E+12,2015,July,29,210,Wednesday ,8,2014,September,1,244,Monday    ,18,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.27806429,43.70498765
1577,GO-20151295330,2015-07-29,1.43814E+12,2015-07-28,1.43806E+12,2015,July,29,210,Wednesday ,10,2015,July,28,209,Tuesday   ,21,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),-79.42397854,43.68581567
1578,GO-20151296573,2015-07-29,1.43814E+12,2015-07-27,1.43797E+12,2015,July,29,210,Wednesday ,13,2015,July,27,208,Monday    ,20,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.38463049,43.67179602
1579,GO-20151296455,2015-07-29,1.43814E+12,2015-07-18,1.43719E+12,2015,July,29,210,Wednesday ,13,2015,July,18,199,Saturday  ,15,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,10,Princess-Rosethorn,10,Princess-Rosethorn (10),-79.53126175,43.66262237
1580,GO-20151302842,2015-07-30,1.43823E+12,2015-07-14,1.43685E+12,2015,July,30,211,Thursday  ,12,2015,July,14,195,Tuesday   ,14,D52,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.38903957,43.64910324
1581,GO-20151301550,2015-07-30,1.43823E+12,2015-07-13,1.43676E+12,2015,July,30,211,Thursday  ,8,2015,July,13,194,Monday    ,20,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,123,Cliffcrest,123,Cliffcrest (123),-79.24509737,43.71539177
1582,GO-20159005155,2015-07-30,1.43823E+12,2015-07-13,1.43676E+12,2015,July,30,211,Thursday  ,12,2015,July,13,194,Monday    ,12,D23,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.60421368,43.70602253
1583,GO-20151301197,2015-07-30,1.43823E+12,2015-07-29,1.43814E+12,2015,July,30,211,Thursday  ,6,2015,July,29,210,Wednesday ,23,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,48,Hillcrest Village,48,Hillcrest Village (48),-79.34703068,43.80387995
1584,GO-20151301425,2015-07-30,1.43823E+12,2015-06-30,1.43564E+12,2015,July,30,211,Thursday  ,7,2015,June,30,181,Tuesday   ,4,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,21,Humber Summit,21,Humber Summit (21),-79.55967307,43.76403307
1585,GO-20159005183,2015-07-30,1.43823E+12,2015-07-23,1.43762E+12,2015,July,30,211,Thursday  ,16,2015,July,23,204,Thursday  ,7,D41,Schools During Supervised Activity,Educational,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.30583449,43.74619984
1586,GO-20151305440,2015-07-30,1.43823E+12,2015-07-29,1.43814E+12,2015,July,30,211,Thursday  ,19,2015,July,29,210,Wednesday ,17,D14,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,163,Fort York-Liberty Village,82,Niagara (82),-79.40521459,43.63746729
1587,GO-20151304351,2015-07-30,1.43823E+12,2015-07-30,1.43823E+12,2015,July,30,211,Thursday  ,16,2015,July,30,211,Thursday  ,16,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,15,Kingsway South,15,Kingsway South (15),-79.51153598,43.6477672
1588,GO-20151312615,2015-07-31,1.43832E+12,2015-07-15,1.43693E+12,2015,July,31,212,Friday    ,21,2015,July,15,196,Wednesday ,12,D42,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2130,210,Theft Over,Theft Over,144,Morningside Heights,131,Rouge (131),-79.1994257,43.80760398
